segment,country,product,discount_band,units_sold,sale_price,gross_sales,discounts,net_sales,cogs,profit,month_name,month_number,year,sale_date,exchange_rate,target_currency,net_sales_converted,profit_converted
Enterprise,France,Carretera,Low,4243.5,125.0,530437.5,15913.125,514524.375,509220.0,5304.375,April,4,2014,2014-04-01,0.859749,EUR,442361.82,4560.43
Government,Germany,Carretera,Low,2580.0,20.0,51600.0,1548.0,50052.0,25800.0,24252.0,April,4,2014,2014-04-01,0.859749,EUR,43032.16,20850.63
Small Business,Germany,Carretera,Low,689.0,300.0,206700.0,6201.0,200499.0,172250.0,28249.0,June,6,2014,2014-06-01,0.859749,EUR,172378.81,24287.05
Channel Partners,United States of America,Carretera,Low,1947.0,12.0,23364.0,700.92,22663.08,5841.0,16822.08,September,9,2014,2014-09-01,0.859749,EUR,19484.56,14462.77
Channel Partners,Canada,Carretera,Low,908.0,12.0,10896.0,326.88,10569.12,2724.0,7845.120000000001,December,12,2013,2013-12-01,0.859749,EUR,9086.79,6744.83
Government,Germany,Montana,Low,1958.0,7.0,13706.0,411.18,13294.82,9790.0,3504.8199999999997,February,2,2014,2014-02-01,0.859749,EUR,11430.21,3013.27
Channel Partners,France,Montana,Low,1901.0,12.0,22812.0,684.36,22127.64,5703.0,16424.64,June,6,2014,2014-06-01,0.859749,EUR,19024.22,14121.07
Government,France,Montana,Low,544.0,7.0,3808.0,114.24,3693.76,2720.0,973.7600000000002,September,9,2014,2014-09-01,0.859749,EUR,3175.71,837.19
Government,Germany,Montana,Low,1797.0,350.0,628950.0,18868.5,610081.5,467220.0,142861.5,September,9,2013,2013-09-01,0.859749,EUR,524516.96,122825.03
Enterprise,France,Montana,Low,1287.0,125.0,160875.0,4826.25,156048.75,154440.0,1608.75,December,12,2014,2014-12-01,0.859749,EUR,134162.76,1383.12
Enterprise,Germany,Montana,Low,1706.0,125.0,213250.0,6397.5,206852.5,204720.0,2132.5,December,12,2014,2014-12-01,0.859749,EUR,177841.23,1833.41
Small Business,France,Paseo,Low,2434.5,300.0,730350.0,21910.5,708439.5,608625.0,99814.5,January,1,2014,2014-01-01,0.859749,EUR,609080.15,85815.42
Enterprise,Canada,Paseo,Low,1774.0,125.0,221750.0,6652.5,215097.5,212880.0,2217.5,March,3,2014,2014-03-01,0.859749,EUR,184929.86,1906.49
Channel Partners,France,Paseo,Low,1901.0,12.0,22812.0,684.36,22127.64,5703.0,16424.64,June,6,2014,2014-06-01,0.859749,EUR,19024.22,14121.07
Small Business,Germany,Paseo,Low,689.0,300.0,206700.0,6201.0,200499.0,172250.0,28249.0,June,6,2014,2014-06-01,0.859749,EUR,172378.81,24287.05
Enterprise,Germany,Paseo,Low,1570.0,125.0,196250.0,5887.5,190362.5,188400.0,1962.5,June,6,2014,2014-06-01,0.859749,EUR,163663.97,1687.26
Channel Partners,United States of America,Paseo,Low,1369.5,12.0,16434.0,493.02,15940.98,4108.5,11832.48,July,7,2014,2014-07-01,0.859749,EUR,13705.24,10172.96
Enterprise,Canada,Paseo,Low,2009.0,125.0,251125.0,7533.75,243591.25,241080.0,2511.25,October,10,2014,2014-10-01,0.859749,EUR,209427.33,2159.04
Midmarket,Germany,Paseo,Low,1945.0,15.0,29175.0,875.25,28299.75,19450.0,8849.75,October,10,2013,2013-10-01,0.859749,EUR,24330.68,7608.56
Enterprise,France,Paseo,Low,1287.0,125.0,160875.0,4826.25,156048.75,154440.0,1608.75,December,12,2014,2014-12-01,0.859749,EUR,134162.76,1383.12
Enterprise,Germany,Paseo,Low,1706.0,125.0,213250.0,6397.5,206852.5,204720.0,2132.5,December,12,2014,2014-12-01,0.859749,EUR,177841.23,1833.41
Enterprise,Canada,Velo,Low,2009.0,125.0,251125.0,7533.75,243591.25,241080.0,2511.25,October,10,2014,2014-10-01,0.859749,EUR,209427.33,2159.04
Small Business,United States of America,VTT,Low,2844.0,300.0,853200.0,25596.0,827604.0,711000.0,116604.0,February,2,2014,2014-02-01,0.859749,EUR,711531.71,100250.17
Channel Partners,Mexico,VTT,Low,1916.0,12.0,22992.0,689.76,22302.24,5748.0,16554.24,April,4,2014,2014-04-01,0.859749,EUR,19174.33,14232.49
Enterprise,Germany,VTT,Low,1570.0,125.0,196250.0,5887.5,190362.5,188400.0,1962.5,June,6,2014,2014-06-01,0.859749,EUR,163663.97,1687.26
Small Business,Canada,VTT,Low,1874.0,300.0,562200.0,16866.0,545334.0,468500.0,76834.0,August,8,2014,2014-08-01,0.859749,EUR,468850.36,66057.95
Government,Mexico,VTT,Low,1642.0,350.0,574700.0,17241.0,557459.0,426920.0,130539.0,August,8,2014,2014-08-01,0.859749,EUR,479274.82,112230.77
Midmarket,Germany,VTT,Low,1945.0,15.0,29175.0,875.25,28299.75,19450.0,8849.75,October,10,2013,2013-10-01,0.859749,EUR,24330.68,7608.56
Government,Canada,Carretera,Low,831.0,20.0,16620.0,498.6,16121.4,8310.0,7811.4,May,5,2014,2014-05-01,0.859749,EUR,13860.36,6715.84
Government,Mexico,Paseo,Low,1760.0,7.0,12320.0,369.6,11950.4,8800.0,3150.3999999999996,September,9,2013,2013-09-01,0.859749,EUR,10274.34,2708.55
Government,Canada,Velo,Low,3850.5,20.0,77010.0,2310.3,74699.70000000001,38505.0,36194.700000000004,April,4,2014,2014-04-01,0.859749,EUR,64222.99,31118.36
Channel Partners,Germany,VTT,Low,2479.0,12.0,29748.0,892.44,28855.56,7437.0,21418.56,January,1,2014,2014-01-01,0.859749,EUR,24808.54,18414.59
Midmarket,Mexico,Montana,Low,2031.0,15.0,30465.0,1218.6,29246.4,20310.0,8936.400000000001,October,10,2014,2014-10-01,0.859749,EUR,25144.56,7683.06
Midmarket,Mexico,Paseo,Low,2031.0,15.0,30465.0,1218.6,29246.4,20310.0,8936.400000000001,October,10,2014,2014-10-01,0.859749,EUR,25144.56,7683.06
Midmarket,France,Paseo,Low,2261.0,15.0,33915.0,1356.6,32558.4,22610.0,9948.400000000001,December,12,2013,2013-12-01,0.859749,EUR,27992.05,8553.13
Government,United States of America,Velo,Low,736.0,20.0,14720.0,588.8,14131.2,7360.0,6771.200000000001,September,9,2013,2013-09-01,0.859749,EUR,12149.29,5821.53
Government,Canada,Carretera,Low,2851.0,7.0,19957.0,798.28,19158.72,14255.0,4903.720000000001,October,10,2013,2013-10-01,0.859749,EUR,16471.69,4215.97
Small Business,Germany,Carretera,Low,2021.0,300.0,606300.0,24252.0,582048.0,505250.0,76798.0,October,10,2014,2014-10-01,0.859749,EUR,500415.19,66027.0
Government,United States of America,Carretera,Low,274.0,350.0,95900.0,3836.0,92064.0,71240.0,20824.0,December,12,2014,2014-12-01,0.859749,EUR,79151.93,17903.41
Midmarket,Canada,Montana,Low,1967.0,15.0,29505.0,1180.2,28324.8,19670.0,8654.8,March,3,2014,2014-03-01,0.859749,EUR,24352.22,7440.96
Small Business,Germany,Montana,Low,1859.0,300.0,557700.0,22308.0,535392.0,464750.0,70642.0,August,8,2014,2014-08-01,0.859749,EUR,460302.74,60734.39
Government,Canada,Montana,Low,2851.0,7.0,19957.0,798.28,19158.72,14255.0,4903.720000000001,October,10,2013,2013-10-01,0.859749,EUR,16471.69,4215.97
Small Business,Germany,Montana,Low,2021.0,300.0,606300.0,24252.0,582048.0,505250.0,76798.0,October,10,2014,2014-10-01,0.859749,EUR,500415.19,66027.0
Enterprise,Mexico,Montana,Low,1138.0,125.0,142250.0,5690.0,136560.0,136560.0,0.0,December,12,2014,2014-12-01,0.859749,EUR,117407.32,0.0
Government,Canada,Paseo,Low,4251.0,7.0,29757.0,1190.28,28566.72,21255.0,7311.719999999999,January,1,2014,2014-01-01,0.859749,EUR,24560.21,6286.24
Enterprise,Germany,Paseo,Low,795.0,125.0,99375.0,3975.0,95400.0,95400.0,0.0,March,3,2014,2014-03-01,0.859749,EUR,82020.05,0.0
Small Business,Germany,Paseo,Low,1414.5,300.0,424350.0,16974.0,407376.0,353625.0,53751.0,April,4,2014,2014-04-01,0.859749,EUR,350241.11,46212.37
Small Business,United States of America,Paseo,Low,2918.0,300.0,875400.0,35016.0,840384.0,729500.0,110884.0,May,5,2014,2014-05-01,0.859749,EUR,722519.3,95332.41
Government,United States of America,Paseo,Low,3450.0,350.0,1207500.0,48300.0,1159200.0,897000.0,262200.0,July,7,2014,2014-07-01,0.859749,EUR,996621.04,225426.19
Enterprise,France,Paseo,Low,2988.0,125.0,373500.0,14940.0,358560.0,358560.0,0.0,July,7,2014,2014-07-01,0.859749,EUR,308271.6,0.0
Midmarket,Canada,Paseo,Low,218.0,15.0,3270.0,130.8,3139.2,2180.0,959.1999999999998,September,9,2014,2014-09-01,0.859749,EUR,2698.92,824.67
Government,Canada,Paseo,Low,2074.0,20.0,41480.0,1659.2,39820.8,20740.0,19080.800000000003,September,9,2014,2014-09-01,0.859749,EUR,34235.89,16404.7
Government,United States of America,Paseo,Low,1056.0,20.0,21120.0,844.8,20275.2,10560.0,9715.2,September,9,2014,2014-09-01,0.859749,EUR,17431.58,8352.63
Midmarket,United States of America,Paseo,Low,671.0,15.0,10065.0,402.6,9662.4,6710.0,2952.3999999999996,October,10,2013,2013-10-01,0.859749,EUR,8307.24,2538.32
Midmarket,Mexico,Paseo,Low,1514.0,15.0,22710.0,908.4,21801.6,15140.0,6661.5999999999985,October,10,2013,2013-10-01,0.859749,EUR,18743.9,5727.3
Government,United States of America,Paseo,Low,274.0,350.0,95900.0,3836.0,92064.0,71240.0,20824.0,December,12,2014,2014-12-01,0.859749,EUR,79151.93,17903.41
Enterprise,Mexico,Paseo,Low,1138.0,125.0,142250.0,5690.0,136560.0,136560.0,0.0,December,12,2014,2014-12-01,0.859749,EUR,117407.32,0.0
Channel Partners,United States of America,Velo,Low,1465.0,12.0,17580.0,703.2,16876.8,4395.0,12481.8,March,3,2014,2014-03-01,0.859749,EUR,14509.81,10731.22
Government,Canada,Velo,Low,2646.0,20.0,52920.0,2116.8,50803.2,26460.0,24343.199999999997,September,9,2013,2013-09-01,0.859749,EUR,43678.0,20929.04
Government,France,Velo,Low,2177.0,350.0,761950.0,30478.0,731472.0,566020.0,165452.0,October,10,2014,2014-10-01,0.859749,EUR,628882.32,142247.19
Channel Partners,France,VTT,Low,866.0,12.0,10392.0,415.68,9976.32,2598.0,7378.32,May,5,2014,2014-05-01,0.859749,EUR,8577.13,6343.5
Government,United States of America,VTT,Low,349.0,350.0,122150.0,4886.0,117264.0,90740.0,26524.0,September,9,2013,2013-09-01,0.859749,EUR,100817.61,22803.98
Government,France,VTT,Low,2177.0,350.0,761950.0,30478.0,731472.0,566020.0,165452.0,October,10,2014,2014-10-01,0.859749,EUR,628882.32,142247.19
Midmarket,Mexico,VTT,Low,1514.0,15.0,22710.0,908.4,21801.6,15140.0,6661.5999999999985,October,10,2013,2013-10-01,0.859749,EUR,18743.9,5727.3
Government,Mexico,Amarilla,Low,1865.0,350.0,652750.0,26110.0,626640.0,484900.0,141740.0,February,2,2014,2014-02-01,0.859749,EUR,538753.11,121860.82
Enterprise,Mexico,Amarilla,Low,1074.0,125.0,134250.0,5370.0,128880.0,128880.0,0.0,April,4,2014,2014-04-01,0.859749,EUR,110804.45,0.0
Government,Germany,Amarilla,Low,1907.0,350.0,667450.0,26698.0,640752.0,495820.0,144932.0,September,9,2014,2014-09-01,0.859749,EUR,550885.89,124605.14
Midmarket,United States of America,Amarilla,Low,671.0,15.0,10065.0,402.6,9662.4,6710.0,2952.3999999999996,October,10,2013,2013-10-01,0.859749,EUR,8307.24,2538.32
Government,Canada,Amarilla,Low,1778.0,350.0,622300.0,24892.0,597408.0,462280.0,135128.0,December,12,2013,2013-12-01,0.859749,EUR,513620.93,116176.16
Government,Germany,Montana,Medium,1159.0,7.0,8113.0,405.65,7707.35,5795.0,1912.3500000000004,October,10,2013,2013-10-01,0.859749,EUR,6626.39,1644.14
Government,Germany,Paseo,Medium,1372.0,7.0,9604.0,480.2,9123.8,6860.0,2263.7999999999993,January,1,2014,2014-01-01,0.859749,EUR,7844.18,1946.3
Government,Canada,Paseo,Medium,2349.0,7.0,16443.0,822.15,15620.85,11745.0,3875.8500000000004,September,9,2013,2013-09-01,0.859749,EUR,13430.01,3332.26
Government,Mexico,Paseo,Medium,2689.0,7.0,18823.0,941.15,17881.85,13445.0,4436.8499999999985,October,10,2014,2014-10-01,0.859749,EUR,15373.9,3814.58
Channel Partners,Canada,Paseo,Medium,2431.0,12.0,29172.0,1458.6,27713.4,7293.0,20420.4,December,12,2014,2014-12-01,0.859749,EUR,23826.57,17556.42
Channel Partners,Canada,Velo,Medium,2431.0,12.0,29172.0,1458.6,27713.4,7293.0,20420.4,December,12,2014,2014-12-01,0.859749,EUR,23826.57,17556.42
Government,Mexico,VTT,Medium,2689.0,7.0,18823.0,941.15,17881.85,13445.0,4436.8499999999985,October,10,2014,2014-10-01,0.859749,EUR,15373.9,3814.58
Government,Mexico,Amarilla,Medium,1683.0,7.0,11781.0,589.05,11191.95,8415.0,2776.9500000000007,July,7,2014,2014-07-01,0.859749,EUR,9622.27,2387.48
Channel Partners,Mexico,Amarilla,Medium,1123.0,12.0,13476.0,673.8,12802.2,3369.0,9433.2,August,8,2014,2014-08-01,0.859749,EUR,11006.68,8110.18
Government,Germany,Amarilla,Medium,1159.0,7.0,8113.0,405.65,7707.35,5795.0,1912.3500000000004,October,10,2013,2013-10-01,0.859749,EUR,6626.39,1644.14
Channel Partners,France,Carretera,Medium,1865.0,12.0,22380.0,1119.0,21261.0,5595.0,15666.0,February,2,2014,2014-02-01,0.859749,EUR,18279.12,13468.83
Channel Partners,Germany,Carretera,Medium,1116.0,12.0,13392.0,669.6,12722.4,3348.0,9374.4,February,2,2014,2014-02-01,0.859749,EUR,10938.07,8059.63
Government,France,Carretera,Medium,1563.0,20.0,31260.0,1563.0,29697.0,15630.0,14067.0,May,5,2014,2014-05-01,0.859749,EUR,25531.97,12094.09
Small Business,United States of America,Carretera,Medium,991.0,300.0,297300.0,14865.0,282435.0,247750.0,34685.0,June,6,2014,2014-06-01,0.859749,EUR,242823.21,29820.39
Government,Germany,Carretera,Medium,1016.0,7.0,7112.0,355.6,6756.4,5080.0,1676.3999999999996,November,11,2013,2013-11-01,0.859749,EUR,5808.81,1441.28
Midmarket,Mexico,Carretera,Medium,2791.0,15.0,41865.0,2093.25,39771.75,27910.0,11861.75,November,11,2014,2014-11-01,0.859749,EUR,34193.72,10198.13
Government,United States of America,Carretera,Medium,570.0,7.0,3990.0,199.5,3790.5,2850.0,940.5,December,12,2014,2014-12-01,0.859749,EUR,3258.88,808.59
Government,France,Carretera,Medium,2487.0,7.0,17409.0,870.45,16538.55,12435.0,4103.549999999999,December,12,2014,2014-12-01,0.859749,EUR,14219.0,3528.02
Government,France,Montana,Medium,1384.5,350.0,484575.0,24228.75,460346.25,359970.0,100376.25,January,1,2014,2014-01-01,0.859749,EUR,395782.23,86298.38
Enterprise,United States of America,Montana,Medium,3627.0,125.0,453375.0,22668.75,430706.25,435240.0,-4533.75,July,7,2014,2014-07-01,0.859749,EUR,370299.27,-3897.89
Government,Mexico,Montana,Medium,720.0,350.0,252000.0,12600.0,239400.0,187200.0,52200.0,September,9,2013,2013-09-01,0.859749,EUR,205823.91,44878.9
Channel Partners,Germany,Montana,Medium,2342.0,12.0,28104.0,1405.2,26698.8,7026.0,19672.8,November,11,2014,2014-11-01,0.859749,EUR,22954.27,16913.67
Small Business,Mexico,Montana,Medium,1100.0,300.0,330000.0,16500.0,313500.0,275000.0,38500.0,December,12,2013,2013-12-01,0.859749,EUR,269531.31,33100.34
Government,France,Paseo,Medium,1303.0,20.0,26060.0,1303.0,24757.0,13030.0,11727.0,February,2,2014,2014-02-01,0.859749,EUR,21284.81,10082.28
Enterprise,United States of America,Paseo,Medium,2992.0,125.0,374000.0,18700.0,355300.0,359040.0,-3740.0,March,3,2014,2014-03-01,0.859749,EUR,305468.82,-3215.46
Enterprise,France,Paseo,Medium,2385.0,125.0,298125.0,14906.25,283218.75,286200.0,-2981.25,March,3,2014,2014-03-01,0.859749,EUR,243497.04,-2563.13
Small Business,Mexico,Paseo,Medium,1607.0,300.0,482100.0,24105.0,457995.0,401750.0,56245.0,April,4,2014,2014-04-01,0.859749,EUR,393760.74,48356.58
Government,United States of America,Paseo,Medium,2327.0,7.0,16289.0,814.45,15474.55,11635.0,3839.5499999999993,May,5,2014,2014-05-01,0.859749,EUR,13304.23,3301.05
Small Business,United States of America,Paseo,Medium,991.0,300.0,297300.0,14865.0,282435.0,247750.0,34685.0,June,6,2014,2014-06-01,0.859749,EUR,242823.21,29820.39
Government,United States of America,Paseo,Medium,602.0,350.0,210700.0,10535.0,200165.0,156520.0,43645.0,June,6,2014,2014-06-01,0.859749,EUR,172091.66,37523.75
Midmarket,France,Paseo,Medium,2620.0,15.0,39300.0,1965.0,37335.0,26200.0,11135.0,September,9,2014,2014-09-01,0.859749,EUR,32098.73,9573.31
Government,Canada,Paseo,Medium,1228.0,350.0,429800.0,21490.0,408310.0,319280.0,89030.0,October,10,2013,2013-10-01,0.859749,EUR,351044.11,76543.45
Government,Canada,Paseo,Medium,1389.0,20.0,27780.0,1389.0,26391.0,13890.0,12501.0,October,10,2013,2013-10-01,0.859749,EUR,22689.64,10747.72
Enterprise,United States of America,Paseo,Medium,861.0,125.0,107625.0,5381.25,102243.75,103320.0,-1076.25,October,10,2014,2014-10-01,0.859749,EUR,87903.96,-925.3
Enterprise,France,Paseo,Medium,704.0,125.0,88000.0,4400.0,83600.0,84480.0,-880.0,October,10,2013,2013-10-01,0.859749,EUR,71875.02,-756.58
Government,Canada,Paseo,Medium,1802.0,20.0,36040.0,1802.0,34238.0,18020.0,16218.0,December,12,2013,2013-12-01,0.859749,EUR,29436.09,13943.41
Government,United States of America,Paseo,Medium,2663.0,20.0,53260.0,2663.0,50597.0,26630.0,23967.0,December,12,2014,2014-12-01,0.859749,EUR,43500.72,20605.6
Government,France,Paseo,Medium,2136.0,7.0,14952.0,747.6,14204.4,10680.0,3524.3999999999996,December,12,2013,2013-12-01,0.859749,EUR,12212.22,3030.1
Midmarket,Germany,Paseo,Medium,2116.0,15.0,31740.0,1587.0,30153.0,21160.0,8993.0,December,12,2013,2013-12-01,0.859749,EUR,25924.01,7731.72
Midmarket,United States of America,Velo,Medium,555.0,15.0,8325.0,416.25,7908.75,5550.0,2358.75,January,1,2014,2014-01-01,0.859749,EUR,6799.54,2027.93
Midmarket,Mexico,Velo,Medium,2861.0,15.0,42915.0,2145.75,40769.25,28610.0,12159.25,January,1,2014,2014-01-01,0.859749,EUR,35051.32,10453.9
Enterprise,Germany,Velo,Medium,807.0,125.0,100875.0,5043.75,95831.25,96840.0,-1008.75,February,2,2014,2014-02-01,0.859749,EUR,82390.82,-867.27
Government,United States of America,Velo,Medium,602.0,350.0,210700.0,10535.0,200165.0,156520.0,43645.0,June,6,2014,2014-06-01,0.859749,EUR,172091.66,37523.75
Government,United States of America,Velo,Medium,2832.0,20.0,56640.0,2832.0,53808.0,28320.0,25488.0,August,8,2014,2014-08-01,0.859749,EUR,46261.37,21913.28
Government,France,Velo,Medium,1579.0,20.0,31580.0,1579.0,30001.0,15790.0,14211.0,August,8,2014,2014-08-01,0.859749,EUR,25793.33,12217.89
Enterprise,United States of America,Velo,Medium,861.0,125.0,107625.0,5381.25,102243.75,103320.0,-1076.25,October,10,2014,2014-10-01,0.859749,EUR,87903.96,-925.3
Enterprise,France,Velo,Medium,704.0,125.0,88000.0,4400.0,83600.0,84480.0,-880.0,October,10,2013,2013-10-01,0.859749,EUR,71875.02,-756.58
Government,France,Velo,Medium,1033.0,20.0,20660.0,1033.0,19627.0,10330.0,9297.0,December,12,2013,2013-12-01,0.859749,EUR,16874.29,7993.09
Small Business,Germany,Velo,Medium,1250.0,300.0,375000.0,18750.0,356250.0,312500.0,43750.0,December,12,2014,2014-12-01,0.859749,EUR,306285.58,37614.02
Government,Canada,VTT,Medium,1389.0,20.0,27780.0,1389.0,26391.0,13890.0,12501.0,October,10,2013,2013-10-01,0.859749,EUR,22689.64,10747.72
Government,United States of America,VTT,Medium,1265.0,20.0,25300.0,1265.0,24035.0,12650.0,11385.0,November,11,2013,2013-11-01,0.859749,EUR,20664.07,9788.24
Government,Germany,VTT,Medium,2297.0,20.0,45940.0,2297.0,43643.0,22970.0,20673.0,November,11,2013,2013-11-01,0.859749,EUR,37522.03,17773.59
Government,United States of America,VTT,Medium,2663.0,20.0,53260.0,2663.0,50597.0,26630.0,23967.0,December,12,2014,2014-12-01,0.859749,EUR,43500.72,20605.6
Government,United States of America,VTT,Medium,570.0,7.0,3990.0,199.5,3790.5,2850.0,940.5,December,12,2014,2014-12-01,0.859749,EUR,3258.88,808.59
Government,France,VTT,Medium,2487.0,7.0,17409.0,870.45,16538.55,12435.0,4103.549999999999,December,12,2014,2014-12-01,0.859749,EUR,14219.0,3528.02
Government,Germany,Amarilla,Medium,1350.0,350.0,472500.0,23625.0,448875.0,351000.0,97875.0,February,2,2014,2014-02-01,0.859749,EUR,385919.83,84147.93
Government,Canada,Amarilla,Medium,552.0,350.0,193200.0,9660.0,183540.0,143520.0,40020.0,August,8,2014,2014-08-01,0.859749,EUR,157798.33,34407.15
Government,Canada,Amarilla,Medium,1228.0,350.0,429800.0,21490.0,408310.0,319280.0,89030.0,October,10,2013,2013-10-01,0.859749,EUR,351044.11,76543.45
Small Business,Germany,Amarilla,Medium,1250.0,300.0,375000.0,18750.0,356250.0,312500.0,43750.0,December,12,2014,2014-12-01,0.859749,EUR,306285.58,37614.02
Midmarket,France,Paseo,Medium,3801.0,15.0,57015.0,3420.8999999999996,53594.100000000006,38010.0,15584.100000000002,April,4,2014,2014-04-01,0.859749,EUR,46077.47,13398.41
Government,United States of America,Carretera,Medium,1117.5,20.0,22350.0,1341.0,21009.0,11175.0,9834.0,January,1,2014,2014-01-01,0.859749,EUR,18062.47,8454.77
Midmarket,Canada,Carretera,Medium,2844.0,15.0,42660.0,2559.6,40100.4,28440.0,11660.400000000001,June,6,2014,2014-06-01,0.859749,EUR,34476.28,10025.02
Channel Partners,Mexico,Carretera,Medium,562.0,12.0,6744.0,404.64,6339.36,1686.0,4653.36,September,9,2014,2014-09-01,0.859749,EUR,5450.26,4000.72
Channel Partners,Canada,Carretera,Medium,2299.0,12.0,27588.0,1655.28,25932.72,6897.0,19035.72,October,10,2013,2013-10-01,0.859749,EUR,22295.63,16365.94
Midmarket,United States of America,Carretera,Medium,2030.0,15.0,30450.0,1827.0,28623.0,20300.0,8323.0,November,11,2014,2014-11-01,0.859749,EUR,24608.6,7155.69
Government,United States of America,Carretera,Medium,263.0,7.0,1841.0,110.46,1730.54,1315.0,415.53999999999996,November,11,2013,2013-11-01,0.859749,EUR,1487.83,357.26
Enterprise,Germany,Carretera,Medium,887.0,125.0,110875.0,6652.5,104222.5,106440.0,-2217.5,December,12,2013,2013-12-01,0.859749,EUR,89605.19,-1906.49
Government,Mexico,Montana,Medium,980.0,350.0,343000.0,20580.0,322420.0,254800.0,67620.0,April,4,2014,2014-04-01,0.859749,EUR,277200.27,58136.23
Government,Germany,Montana,Medium,1460.0,350.0,511000.0,30660.0,480340.0,379600.0,100740.0,May,5,2014,2014-05-01,0.859749,EUR,412971.83,86611.11
Government,France,Montana,Medium,1403.0,7.0,9821.0,589.26,9231.74,7015.0,2216.74,October,10,2013,2013-10-01,0.859749,EUR,7936.98,1905.84
Channel Partners,United States of America,Montana,Medium,2723.0,12.0,32676.0,1960.56,30715.44,8169.0,22546.44,November,11,2014,2014-11-01,0.859749,EUR,26407.57,19384.28
Government,France,Paseo,Medium,1496.0,350.0,523600.0,31416.0,492184.0,388960.0,103224.0,June,6,2014,2014-06-01,0.859749,EUR,423154.7,88746.73
Channel Partners,Canada,Paseo,Medium,2299.0,12.0,27588.0,1655.28,25932.72,6897.0,19035.72,October,10,2013,2013-10-01,0.859749,EUR,22295.63,16365.94
Government,United States of America,Paseo,Medium,727.0,350.0,254450.0,15267.0,239183.0,189020.0,50163.0,October,10,2013,2013-10-01,0.859749,EUR,205637.35,43127.59
